ablation,method,regime,delta_qlike_vs_rolling_best_mean,delta_qlike_vs_rolling_best_median,delta_underprediction_loss_vs_rolling_best_mean,delta_underprediction_loss_vs_rolling_best_median,delta_qlike_vs_har_mean,delta_qlike_vs_har_median,delta_underprediction_loss_vs_har_mean,delta_underprediction_loss_vs_har_median,delta_qlike_vs_vix_switch_mean,delta_qlike_vs_vix_switch_median,delta_underprediction_loss_vs_vix_switch_mean,delta_underprediction_loss_vs_vix_switch_median
no_high_branch_blend,regime_set_stress,low,0.13447054252515986,0.12444096572187113,-0.0008369004206932604,-0.00016536847303349973,0.11872926923794792,0.09800566465642785,-6.583368457375396e-05,-5.4341466510157084e-05,0.24581791028012176,0.2485116044671064,-0.0021368622211233672,-0.0016863416240452795
no_high_branch_blend,regime_set_stress,mid,0.04820980964789806,0.05141092334512816,-0.0038285012779429,-0.0039037089270842996,-17169.797449883266,0.056249700985481495,-0.002370773981476167,-0.0023129926487399496,-0.05549656863435998,-0.07419131918072923,-0.015932523874362534,-0.01366914464189685
no_high_branch_blend,rolling_best,all,0.0,0.0,0.0,0.0,-43160.66216140067,0.0030947672778174895,-0.00020743842103203349,-0.00029319815282004974,2895.8778901160917,-0.02015316861286026,-0.005988207307051932,-0.00668273792427905
no_high_branch_blend,rolling_best,high,0.0,0.0,0.0,0.0,-112277.00235823351,0.0035603930443143528,-0.002848859071739885,-0.002834762296729302,8683.712540714898,-0.15783217931403826,-0.004568902139562048,-0.004789215499706002
no_high_branch_blend,rolling_best,low,0.0,0.0,0.0,0.0,-0.01574127328721191,-0.008131601021954371,0.0007710667361195065,0.00011783425804386943,0.11134736775496192,0.0898600371715129,-0.0012999618004301066,-0.00099893950215545
no_high_branch_blend,rolling_best,mid,0.0,0.0,0.0,0.0,-17169.845659692914,0.012219314955475798,0.0014577272964667331,0.0011444708707609003,-0.10370637828225804,-0.08297085754351248,-0.012104022596419633,-0.01222172393749955
no_high_branch_blend,static_best,all,48538.23369692714,0.09764100888979113,0.006053008473852366,0.0042460942551634,5377.57153552647,0.09965030254326254,0.005845570052820333,0.0012885594250904506,51434.11158704324,0.027816489593925714,6.480116680043259e-05,-0.0016805638964446507
no_high_branch_blend,static_best,high,114950.30450933856,0.17945492650247896,0.010638352151297298,0.006461917752532298,2673.302151105037,0.20097386202679035,0.007789493079557413,-0.001181298296158706,123634.01705005346,0.023725596670572557,0.00606945001173525,0.0009190035648018978
no_high_branch_blend,static_best,low,-0.00015036338890196213,-0.02164760725595466,-0.0006139446042560387,-0.00011556308248816542,-0.015891636676113874,-0.0007061025991279557,0.00015712213186346786,6.53417033145651e-06,0.11119700436605995,0.042466752236247046,-0.001913906404686145,-0.001667931544268265
no_high_branch_blend,static_best,mid,19342.287062848478,-0.009282020688795599,0.0013479188786902996,0.0008886979518781498,2172.441403155565,0.0026649713259002464,0.002805646175157033,-9.856120649745048e-05,19342.183356470196,-0.11596930069172094,-0.010756103717729332,-0.00939294898808185
no_high_branch_blend,vix_switch,all,-2895.8778901160917,0.02015316861286026,0.005988207307051932,0.00668273792427905,-46056.540051516764,0.027767102833428536,0.005780768886019899,0.0058264374957553485,0.0,0.0,0.0,0.0
no_high_branch_blend,vix_switch,high,-8683.712540714898,0.15783217931403826,0.004568902139562048,0.004789215499706002,-120960.71489894843,0.17509267967744058,0.0017200430678221631,0.0007790327223698434,0.0,0.0,0.0,0.0
no_high_branch_blend,vix_switch,low,-0.11134736775496192,-0.0898600371715129,0.0012999618004301066,0.00099893950215545,-0.12708864104217385,-0.0904931280277911,0.0020710285365496133,0.0016320001575351223,0.0,0.0,0.0,0.0
no_high_branch_blend,vix_switch,mid,0.10370637828225804,0.08297085754351248,0.012104022596419633,0.01222172393749955,-17169.74195331463,0.12865117159351708,0.013561749892886367,0.01201865721465575,0.0,0.0,0.0,0.0
no_high_branch_blend,xgb,all,-2895.6972385882455,0.15165914383599702,0.007029003187856549,0.0068268416755339015,-46056.35939998892,0.15672767277163116,0.006821564766824516,0.00600330230472125,0.18065152784641536,0.1277835063242837,0.0010407958808046163,0.00101987127452155
no_high_branch_blend,xgb,high,-8683.383218384412,0.31967872882445514,0.027203202068955063,0.026104295698185943,-120960.38557661795,0.3205552820004334,0.024354342997215183,0.022243419263327145,0.3293223304856171,0.18744956571983892,0.022634299929393017,0.022883385931320895
no_high_branch_blend,xgb,low,0.21721336608463293,0.15367330218737835,-0.0008877459129730934,-0.00026031607766745,0.20147209279742104,0.15617056182914574,-0.00011667917685358687,-0.00010336525095997769,0.32856073383959483,0.29218236994242586,-0.0021877077134032,-0.0017969756025257998
no_high_branch_blend,xgb,mid,-0.012623428631762483,-0.02489433768839904,-0.0052450331279742,-0.00517902211710815,-17169.858283121546,0.010114947582211493,-0.003787305831507467,-0.0041061558473571005,-0.11632980691402055,-0.1174691259556184,-0.017349055724393835,-0.01473324044008205
no_regime_similarity_scoring,figarch,all,-2895.7132997240788,0.11580141782993938,-0.016003666669039483,-0.01544561354901295,-46056.37546112476,0.12180396774084482,-0.01621110509007152,-0.0149640536136655,0.1645903920127084,0.14981560810580766,-0.021991873976091415,-0.021645056496264102
no_regime_similarity_scoring,figarch,high,-8684.017406073875,-0.14827987613535315,-0.04191059316697835,-0.03915857168638465,-120961.0197643074,-0.1462284325104536,-0.04475945223871824,-0.04236814795560175,-0.3048653589788197,-0.29742772348362334,-0.04647949530654039,-0.041917211426989946
no_regime_similarity_scoring,figarch,low,0.49364228604887733,0.4797881076049584,-0.000841167629468095,-0.00019564679588563724,0.47790101276166536,0.4641750567039803,-7.01008933485885e-05,-5.286019227522769e-05,0.6049896538038392,0.6165382237111746,-0.002141129429898202,-0.0017404141124051
no_regime_similarity_scoring,figarch,mid,0.29739257815463344,0.2829469945472505,-0.005244700066614607,-0.005314829342005001,-17169.54826711476,0.2141807855195789,-0.0037869727701478734,-0.00321547876165595,0.19368619987237543,0.18353077892384392,-0.01734872266303424,-0.01562836756239397
no_regime_similarity_scoring,garch_t,all,-2895.720524844754,0.10684457672548581,-0.01580407801950195,-0.015321351388896402,-46056.38268624543,0.11284712663639124,-0.016011516440533984,-0.015136533902488102,0.15736527133736575,0.1371301188816916,-0.021792285326553886,-0.021583370672909802
no_regime_similarity_scoring,garch_t,high,-8684.018437492976,-0.15496052802502122,-0.04115038022461557,-0.038507126367892594,-120961.0207957265,-0.13819091862713082,-0.04399923929635546,-0.042474909692722496,-0.30589677807960997,-0.29954192411389585,-0.04571928236417761,-0.04202397316411069
no_regime_similarity_scoring,garch_t,low,0.4870501183069611,0.47978677639854256,-0.000865869828749566,-0.00021151211403533246,0.4713088450197492,0.4626375011597668,-9.480309263005945e-05,-0.00010015669348559545,0.5983974860619231,0.6165368925047587,-0.0021658316291796723,-0.0017561658888468929
no_regime_similarity_scoring,garch_t,mid,0.28333156527914943,0.2661782844192919,-0.005381899980763955,-0.0057147575131629,-17169.562328127635,0.18675818349136405,-0.0039241726842972205,-0.0031005466549932003,0.17962518699689142,0.17318419249565492,-0.017485922577183587,-0.015171384392646661
no_regime_similarity_scoring,gru,all,-2895.8124580107155,0.09192448699235592,0.02249023386389173,0.023770625452002446,-46056.4746194114,0.09226483375533126,0.022282795442859698,0.02163464345971445,0.06543210537641683,0.07146543105907618,0.0165020265568398,0.0164979939050457
no_regime_similarity_scoring,gru,high,-8683.298851988267,0.4982575537843393,0.0528006674957657,0.0540264293669228,-120960.30121022178,0.4975732205139559,0.04995180842402582,0.046269099291771504,0.41368872662924633,0.39524012017832505,0.04823176535620365,0.0486226220166241
no_regime_similarity_scoring,gru,low,-0.19488880763279168,-0.21781331371238405,0.0013062794491514398,0.0010068184384337997,-0.21063008092000357,-0.2022963574042786,0.0020773461852709465,0.001639879093813472,-0.08354143987782973,-0.06464594878932371,6.31764872133333e-06,0.0
no_regime_similarity_scoring,gru,mid,-0.030414258207294587,-0.027597507101652756,0.01335140487785805,0.013339157468944351,-17169.876073951124,-0.008869199820631161,0.014809132174324785,0.0126801422933754,-0.13412063648955264,-0.11007373193306988,0.0012473822814384168,0.000839125055046101
no_regime_similarity_scoring,har,all,43160.66216140067,-0.0030947672778174895,0.00020743842103203349,0.00029319815282004974,0.0,0.0,0.0,0.0,46056.540051516764,-0.027767102833428536,-0.005780768886019899,-0.0058264374957553485
no_regime_similarity_scoring,har,high,112277.00235823351,-0.0035603930443143528,0.002848859071739885,0.002834762296729302,0.0,0.0,0.0,0.0,120960.71489894843,-0.17509267967744058,-0.0017200430678221631,-0.0007790327223698434
no_regime_similarity_scoring,har,low,0.01574127328721191,0.008131601021954371,-0.0007710667361195065,-0.00011783425804386943,0.0,0.0,0.0,0.0,0.12708864104217385,0.0904931280277911,-0.0020710285365496133,-0.0016320001575351223
no_regime_similarity_scoring,har,mid,17169.845659692914,-0.012219314955475798,-0.0014577272964667331,-0.0011444708707609003,0.0,0.0,0.0,0.0,17169.74195331463,-0.12865117159351708,-0.013561749892886367,-0.01201865721465575
no_regime_similarity_scoring,regime_high_branch,all,-2895.9319930725524,-0.00879991616457712,-0.0043598094479508345,-0.004222695127072551,-46056.59415447323,-0.0031597436018254987,-0.004567247868982867,-0.0052801700768007,-0.05410295646016242,-0.03747646104945854,-0.010348016755002768,-0.01079777754760165
no_regime_similarity_scoring,regime_high_branch,high,-8683.951598187103,-0.08461654961153844,-0.013048868263755583,-0.013716577867975505,-120960.95395642064,-0.08044577114216339,-0.01589772733549547,-0.018465520655835,-0.23905747220568507,-0.25553845081960397,-0.01761777040331763,-0.0182216711672359
no_regime_similarity_scoring,regime_high_branch,low,0.06675311360074258,0.06253942217146549,-0.0008318696419529841,-0.00016238379716869682,0.05101184031353067,0.04379724655745093,-6.080290583347752e-05,-4.594413860120038e-05,0.17810048135570453,0.15239945934297838,-0.0021318314423830905,-0.0016714121628700652
no_regime_similarity_scoring,regime_high_branch,mid,0.023315165022957756,0.023301737742184053,-0.003650896478565717,-0.0036060821878568503,-17169.822344527893,0.04184531233753336,-0.0021931691820989835,-0.0020973691853974504,-0.08039121325930029,-0.07132336424324832,-0.01575491907498535,-0.013649580446335248
no_regime_similarity_scoring,regime_low_branch,all,338.11548797014194,-0.004756006209563152,-0.0003016589924631173,4.6374195312099895e-05,-42822.54667343054,-0.006363939501393245,-0.0005090974134951508,-9.866995960845087e-05,3233.993378086234,-0.04133604006662489,-0.00628986629951505,-0.0063975618034127005
no_regime_similarity_scoring,regime_low_branch,high,191.87591975982824,-0.03378254461040925,-0.002454844394658167,-0.0017663423568188008,-112085.1264384737,-0.03356180959134675,-0.005303703466398052,-0.005104655450996698,8875.588460474724,-0.20865448926878732,-0.007023746534220215,-0.007126631209277
no_regime_similarity_scoring,regime_low_branch,low,0.027175006014030584,0.023677808355298147,-0.0008433886681063047,-0.00017604597442384684,0.011433732726818671,0.012175175186031117,-7.232193198679819e-05,-5.9606315856350384e-05,0.13852237376899248,0.11353784552681105,-0.002143350468536411,-0.0016850743401252153
no_regime_similarity_scoring,regime_low_branch,mid,-0.011420482292386618,-0.005671279676411595,-0.00306699239310225,-0.0027942044822155503,-17169.857080175207,0.011552798864763895,-0.0016092650966355168,-0.0013119505524566504,-0.11512686057464466,-0.11338743304262863,-0.015171014989521883,-0.013495164528526948
no_regime_similarity_scoring,regime_overlay,all,-2895.938521424634,-0.013920481092741022,-0.004095674593208867,-0.00395189960491815,-46056.600682825316,-0.0082803085299894,-0.0043031130142409,-0.004755788986895399,-0.06063130854176733,-0.044442973564025656,-0.0100838819002608,-0.011147785458632549
no_regime_similarity_scoring,regime_overlay,high,-8683.949559467861,-0.08544265505386597,-0.012443117889448518,-0.012231358194605656,-120960.95191770139,-0.0730616566434952,-0.015291976961188404,-0.0172493683709461,-0.23701875296540864,-0.24815433632093578,-0.017012020029010564,-0.01797385232294115
no_regime_similarity_scoring,regime_overlay,low,0.05094893536247294,0.049819088147514734,-0.0008442964018619809,-0.00017787269791839683,0.03520766207526103,0.032523940405652485,-7.322966574247444e-05,-6.143303935090038e-05,0.16229630311743484,0.13967912531902765,-0.0021442582022920876,-0.0016869010636197655
no_regime_similarity_scoring,regime_overlay,mid,0.015730665121058862,0.01746105462071719,-0.0035129211555113,-0.0032522351678480497,-17169.829929027794,0.039145668653050344,-0.0020551938590445667,-0.0018595164779922498,-0.08797571316119919,-0.08146499768859838,-0.015616943751930934,-0.013827354204586
no_regime_similarity_scoring,regime_set_calm,all,338.1141121873418,-0.0058600874414746484,0.001967791691273583,0.0016907161428287992,-42822.548049213336,-0.0075521378395035366,0.0017603532702415495,0.00180026807823515,3233.9920023034338,-0.043745689017893,-0.0040204156157783505,-0.004522594287019649
no_regime_similarity_scoring,regime_set_calm,high,191.90732591184857,-0.007197136158606121,0.0024313923636259485,0.0022172492858992983,-112085.09503232168,-0.0077886628844413,-0.00041746670811393616,-0.00046076436616510064,8875.619866626746,-0.1759413742378138,-0.0021375097759360993,-0.0010861794573968492
no_regime_similarity_scoring,regime_set_calm,low,-0.0036410917669187914,-0.004602095113742127,-0.0008112734481976826,-0.00015890317856689682,-0.019382365054130702,-0.02433308575274995,-4.020671207817617e-05,-4.2463519999400374e-05,0.10770627598804312,0.0892805889182242,-0.0021112352486277893,-0.0016594310493960164
no_regime_similarity_scoring,regime_set_calm,mid,-0.022486796927086012,-0.0219466590808632,-0.0016627972855705333,-0.0019364970302654504,-17169.86814648984,0.002039060964036443,-0.00020506998910380008,-0.0001659711763361501,-0.12619317520934406,-0.12756355520892526,-0.013766819881990166,-0.01306976611079105
no_regime_similarity_scoring,regime_set_combo,all,-2895.93813202626,-0.01337135919376109,-0.00391336619695905,-0.0039426275356894,-46056.60029342693,-0.007731186631009468,-0.004120804617991083,-0.0046110765379148,-0.060241910168526175,-0.046622668971555925,-0.009901573504010983,-0.010618780013091848
no_regime_similarity_scoring,regime_set_combo,high,-8683.948135749075,-0.0813324695909185,-0.012058599067189082,-0.012760354847879005,-120960.95049398259,-0.07446843101261322,-0.01490745813892897,-0.0171831201517221,-0.2355950341783127,-0.2495611106900538,-0.01662750120675113,-0.01734397331228595
no_regime_similarity_scoring,regime_set_combo,low,0.050156908266491,0.04179157909825962,-0.0008301771071586806,-0.00016238379716869682,0.034415634979279096,0.03015990383209166,-5.911037103917405e-05,-4.594413860120038e-05,0.16150427602145292,0.13483271442088673,-0.002130138907588787,-0.0016714121628700652
no_regime_similarity_scoring,regime_set_combo,mid,0.015873428639197735,0.015519547219117358,-0.0034074910074474002,-0.00348457038966685,-17169.829786264276,0.03720340771376961,-0.001949763710980667,-0.0015388811538328503,-0.08783294964306032,-0.07688706348618443,-0.015511513603867032,-0.013599363862734899
no_regime_similarity_scoring,regime_set_stress,all,-2895.919311872824,0.001620431500532371,-0.004791324533917083,-0.0044892294475122,-46056.581473273494,0.007260604063283993,-0.004998762954949117,-0.0059914144224782005,-0.041421756732402386,-0.026690957497644996,-0.010779531840969017,-0.011017070989031649
no_regime_similarity_scoring,regime_set_stress,high,-8683.952007006346,-0.08623381710512223,-0.014093881376849868,-0.014580826118346355,-120960.95436523987,-0.08501025042278834,-0.01694274044858975,-0.019821817322030102,-0.23946629144966158,-0.25987774804782504,-0.018662783516411915,-0.0193540643262499
no_regime_similarity_scoring,regime_set_stress,low,0.09297394527384407,0.09504626764961793,-0.000831869641952984,-0.00016238379716869682,0.07723267198663217,0.07323383989791707,-6.080290583347751e-05,-4.594413860120038e-05,0.204321313028806,0.18490630482113085,-0.0021318314423830905,-0.0016714121628700652
no_regime_similarity_scoring,regime_set_stress,mid,0.03841992914517761,0.03595788571212204,-0.0037925779983353503,-0.0036226709791950503,-17169.80723976377,0.05014460313781699,-0.002334850701868617,-0.0024523132734563004,-0.06528644913708044,-0.05759608034169848,-0.01589660059475498,-0.0137030921262471
no_regime_similarity_scoring,rolling_best,all,0.0,0.0,0.0,0.0,-43160.66216140067,0.0030947672778174895,-0.00020743842103203349,-0.00029319815282004974,2895.8778901160917,-0.02015316861286026,-0.005988207307051932,-0.00668273792427905
no_regime_similarity_scoring,rolling_best,high,0.0,0.0,0.0,0.0,-112277.00235823351,0.0035603930443143528,-0.002848859071739885,-0.002834762296729302,8683.712540714898,-0.15783217931403826,-0.004568902139562048,-0.004789215499706002
no_regime_similarity_scoring,rolling_best,low,0.0,0.0,0.0,0.0,-0.01574127328721191,-0.008131601021954371,0.0007710667361195065,0.00011783425804386943,0.11134736775496192,0.0898600371715129,-0.0012999618004301066,-0.00099893950215545
no_regime_similarity_scoring,rolling_best,mid,0.0,0.0,0.0,0.0,-17169.845659692914,0.012219314955475798,0.0014577272964667331,0.0011444708707609003,-0.10370637828225804,-0.08297085754351248,-0.012104022596419633,-0.01222172393749955
no_regime_similarity_scoring,static_best,all,48538.23369692714,0.09764100888979113,0.006053008473852366,0.0042460942551634,5377.57153552647,0.09965030254326254,0.005845570052820333,0.0012885594250904506,51434.11158704324,0.027816489593925714,6.480116680043259e-05,-0.0016805638964446507
no_regime_similarity_scoring,static_best,high,114950.30450933856,0.17945492650247896,0.010638352151297298,0.006461917752532298,2673.302151105037,0.20097386202679035,0.007789493079557413,-0.001181298296158706,123634.01705005346,0.023725596670572557,0.00606945001173525,0.0009190035648018978
no_regime_similarity_scoring,static_best,low,-0.00015036338890196213,-0.02164760725595466,-0.0006139446042560387,-0.00011556308248816542,-0.015891636676113874,-0.0007061025991279557,0.00015712213186346786,6.53417033145651e-06,0.11119700436605995,0.042466752236247046,-0.001913906404686145,-0.001667931544268265
no_regime_similarity_scoring,static_best,mid,19342.287062848478,-0.009282020688795599,0.0013479188786902996,0.0008886979518781498,2172.441403155565,0.0026649713259002464,0.002805646175157033,-9.856120649745048e-05,19342.183356470196,-0.11596930069172094,-0.010756103717729332,-0.00939294898808185
no_regime_similarity_scoring,vix_switch,all,-2895.8778901160917,0.02015316861286026,0.005988207307051932,0.00668273792427905,-46056.540051516764,0.027767102833428536,0.005780768886019899,0.0058264374957553485,0.0,0.0,0.0,0.0
no_regime_similarity_scoring,vix_switch,high,-8683.712540714898,0.15783217931403826,0.004568902139562048,0.004789215499706002,-120960.71489894843,0.17509267967744058,0.0017200430678221631,0.0007790327223698434,0.0,0.0,0.0,0.0
no_regime_similarity_scoring,vix_switch,low,-0.11134736775496192,-0.0898600371715129,0.0012999618004301066,0.00099893950215545,-0.12708864104217385,-0.0904931280277911,0.0020710285365496133,0.0016320001575351223,0.0,0.0,0.0,0.0
no_regime_similarity_scoring,vix_switch,mid,0.10370637828225804,0.08297085754351248,0.012104022596419633,0.01222172393749955,-17169.74195331463,0.12865117159351708,0.013561749892886367,0.01201865721465575,0.0,0.0,0.0,0.0
no_regime_similarity_scoring,xgb,all,-2895.6972385882455,0.15165914383599702,0.007029003187856549,0.0068268416755339015,-46056.35939998892,0.15672767277163116,0.006821564766824516,0.00600330230472125,0.18065152784641536,0.1277835063242837,0.0010407958808046163,0.00101987127452155
no_regime_similarity_scoring,xgb,high,-8683.383218384412,0.31967872882445514,0.027203202068955063,0.026104295698185943,-120960.38557661795,0.3205552820004334,0.024354342997215183,0.022243419263327145,0.3293223304856171,0.18744956571983892,0.022634299929393017,0.022883385931320895
no_regime_similarity_scoring,xgb,low,0.21721336608463293,0.15367330218737835,-0.0008877459129730934,-0.00026031607766745,0.20147209279742104,0.15617056182914574,-0.00011667917685358687,-0.00010336525095997769,0.32856073383959483,0.29218236994242586,-0.0021877077134032,-0.0017969756025257998
no_regime_similarity_scoring,xgb,mid,-0.012623428631762483,-0.02489433768839904,-0.0052450331279742,-0.00517902211710815,-17169.858283121546,0.010114947582211493,-0.003787305831507467,-0.0041061558473571005,-0.11632980691402055,-0.1174691259556184,-0.017349055724393835,-0.01473324044008205
no_risk_sensitive_scoring,figarch,all,-2895.7153384598473,0.11323336734707426,-0.01922001769143788,-0.018661969264133903,-46056.37546112476,0.12180396774084482,-0.01621110509007152,-0.0149640536136655,0.1645903920127084,0.14981560810580766,-0.021991873976091415,-0.021645056496264102
no_risk_sensitive_scoring,figarch,high,-8684.067967018922,-0.22054597488511074,-0.04857557070581617,-0.04558238481786345,-120961.0197643074,-0.1462284325104536,-0.04475945223871824,-0.04236814795560175,-0.3048653589788197,-0.29742772348362334,-0.04647949530654039,-0.041917211426989946
no_risk_sensitive_scoring,figarch,low,0.5340540365274227,0.512796280286709,-0.0010017324054323268,-0.00039576908307228725,0.47790101276166536,0.4641750567039803,-7.01008933485885e-05,-5.286019227522769e-05,0.6049896538038392,0.6165382237111746,-0.002141129429898202,-0.0017404141124051
no_risk_sensitive_scoring,figarch,mid,0.3014337815510692,0.2862371578997313,-0.008067679235421924,-0.007703371339646521,-17169.54826711476,0.2141807855195789,-0.0037869727701478734,-0.00321547876165595,0.19368619987237543,0.18353077892384392,-0.01734872266303424,-0.01562836756239397
no_risk_sensitive_scoring,garch_t,all,-2895.7225635805225,0.10427652624262068,-0.01902042904190035,-0.018600283440779602,-46056.38268624543,0.11284712663639124,-0.016011516440533984,-0.015136533902488102,0.15736527133736575,0.1371301188816916,-0.021792285326553886,-0.021583370672909802
no_risk_sensitive_scoring,garch_t,high,-8684.068998438022,-0.2272266267747788,-0.04781535776345338,-0.044930939499371395,-120961.0207957265,-0.13819091862713082,-0.04399923929635546,-0.042474909692722496,-0.30589677807960997,-0.29954192411389585,-0.04571928236417761,-0.04202397316411069
no_risk_sensitive_scoring,garch_t,low,0.5274618687855065,0.5127949490802932,-0.0010264346047137976,-0.0004116344012219825,0.4713088450197492,0.4626375011597668,-9.480309263005945e-05,-0.00010015669348559545,0.5983974860619231,0.6165368925047587,-0.0021658316291796723,-0.0017561658888468929
no_risk_sensitive_scoring,garch_t,mid,0.2873727686755852,0.2694684477717727,-0.008204879149571272,-0.007838635817207264,-17169.562328127635,0.18675818349136405,-0.0039241726842972205,-0.0031005466549932003,0.17962518699689142,0.17318419249565492,-0.017485922577183587,-0.015171384392646661
no_risk_sensitive_scoring,gru,all,-2895.8144967464837,0.0874463892485842,0.019273882841493332,0.02034459077391055,-46056.4746194114,0.09226483375533126,0.022282795442859698,0.02163464345971445,0.06543210537641683,0.07146543105907618,0.0165020265568398,0.0164979939050457
no_risk_sensitive_scoring,gru,high,-8683.349412933314,0.44369637043627597,0.046135689956927885,0.04676617145688535,-120960.30121022178,0.4975732205139559,0.04995180842402582,0.046269099291771504,0.41368872662924633,0.39524012017832505,0.04823176535620365,0.0486226220166241
no_risk_sensitive_scoring,gru,low,-0.15447705715424628,-0.17649455990156532,0.0011457146731872082,0.00098342090720045,-0.21063008092000357,-0.2022963574042786,0.0020773461852709465,0.001639879093813472,-0.08354143987782973,-0.06464594878932371,6.31764872133333e-06,0.0
no_risk_sensitive_scoring,gru,mid,-0.026373054810858835,-0.027958343706299363,0.010528425709050734,0.01148133781290285,-17169.876073951124,-0.008869199820631161,0.014809132174324785,0.0126801422933754,-0.13412063648955264,-0.11007373193306988,0.0012473822814384168,0.000839125055046101
no_risk_sensitive_scoring,har,all,43160.66012266491,-0.005255431509518682,-0.0030089126013663654,-0.0031391504916608495,0.0,0.0,0.0,0.0,46056.540051516764,-0.027767102833428536,-0.005780768886019899,-0.0058264374957553485
no_risk_sensitive_scoring,har,high,112276.95179728848,-0.062159030177983354,-0.00381611846709793,-0.004298325181661046,0.0,0.0,0.0,0.0,120960.71489894843,-0.17509267967744058,-0.0017200430678221631,-0.0007790327223698434
no_risk_sensitive_scoring,har,low,0.056153023765757294,0.06075404534550538,-0.0009316315120837382,-0.00031786910501469716,0.0,0.0,0.0,0.0,0.12708864104217385,0.0904931280277911,-0.0020710285365496133,-0.0016320001575351223
no_risk_sensitive_scoring,har,mid,17169.84970089631,-0.00861311368629205,-0.00428070646527405,-0.00432075146850565,0.0,0.0,0.0,0.0,17169.74195331463,-0.12865117159351708,-0.013561749892886367,-0.01201865721465575
no_risk_sensitive_scoring,regime_high_branch,all,-2895.9364548399485,-0.024843014338206293,-0.007918759836724399,-0.007414521844821348,-46056.59657750486,-0.01735462509584701,-0.004909847235358034,-0.004370441283254801,-0.05652598808872319,-0.05013898087141952,-0.010690616121377934,-0.010664168286051849
no_risk_sensitive_scoring,regime_high_branch,high,-8684.03033886996,-0.17374295571365722,-0.020731905904191817,-0.0187484861423565,-120960.98213615845,-0.08873378891897465,-0.016915787437093887,-0.0158181043473971,-0.2672372100170444,-0.26596785401495016,-0.01863583050491605,-0.0173202847303191
no_risk_sensitive_scoring,regime_high_branch,low,0.12764997449095775,0.10815751363741608,-0.0009997805164518416,-0.00034836541973249974,0.07149695072520044,0.0630549426944545,-6.814900436810354e-05,-5.4352822545469424e-05,0.1985855917673743,0.19040696391207707,-0.0021391775409177164,-0.0016863529800805917
